id,name,description,category,owner name,location,Label1,Label2
2317218908568503,"2020冬季表演藝術
營-第二梯次","《2020冬季表演藝術營》加開第二梯次摟！！
⭐️活動時間：2020.2.17(一)~2020.2.
21(五)
-
各位家長大家好，由於政府宣佈高中職以下學生延後至2月25日開學，事出突然許多家長煩惱
著孩子無人照顧，因應眾多家長熱烈要求，今年寒假表演藝術緊急加開第二梯次，課程內容和第一梯次不同，參加
過第一梯次的孩子也能一同參與，讓所有煩惱的雙薪家庭的家長不再煩惱孩子無人照顧～🎭
活動採精緻小班制
，不同於大班課人多易感染，小班制也都有兩個老師照顧，安全無需擔憂，並提供自行烹調之午餐，健康衛生又乾
淨，不訂自助餐便當的伙食。
現在就立刻幫孩子們報名吧！兩人同行另有優惠喔！
-
❗️❗️為因應武漢肺
炎之疫情，請家長配合以下規定：
1️⃣所有學童須準備至少五天份醫療口罩，學員除吃飯和午休之外，由老師
監督全程不可拿下口罩。
2️⃣每天課前請配合測量體溫，若學員體溫超過攝氏37.5度，請家長配合帶離教
室，並通報政府。
3️⃣活動開始前14天有至中國返國之學童請恕本中心無法受理您的報名，以防止疫情擴散
。
4️⃣本中心僅提供消毒酒精，口罩請自行準備，為維護其他學員之健康，若無配戴口罩之學員，本中心保有
限制入場之權利。
＊有出現任何發燒或呼吸道症狀請撥打免付費防疫專線1922通報。
-
【活動資訊】⬇
️⬇️
活動時間：2020年02月17日~02月21日。
報名時間：即日起 ~ 2020年2月15日
前。
招收對象：幼稚園至小學六年級喜愛藝術的孩子。
不需具備器樂演奏基礎（滿班15人）
費 用： $
 8,600（單日1800元，半日1200元，兩人以上報名優惠8000元/1人）
【官網網址】
ht
tps://www.viviannesalon.com/表演藝術營活動簡章.html
【報名連結】⬇
️⬇️
https://www.surveycake.com/s/2Qr34
",藝術、適合兒童參與,"歐洲音樂藝術中心/薇
薇安法式人文音樂沙龍
 Kunstzent
rum für eu
ropäische 
Musik/Salo
n Chez Viv
ianne","歐洲音樂藝術中心/薇
薇安法式人文音樂沙龍
 Kunstzent
rum für eu
ropäische 
Musik/Salo
n Chez Viv
ianne","小學(6歲~11歲), 中學(12歲~14歲)","小學(6歲~11歲), 中學(12歲~14歲),大學(18歲~22歲)"
2326667877612263,"台南兒童夏令營《復仇
者聯盟防身營》最終回","台南兒童夏令營《復仇者聯盟防身營》最終回7/8~12、8/12~16全日營【2,800元，限額30名
】
https://www.vovinam.tw/camp.html

《營隊上課地點》台南市北區重
興里活動中心
地址：臺南市北區東豐路451巷169號

《營隊集訓日》
第一梯次魔鬼營：7/08~7
/12 
第二梯次天使營：8/12~8/16 
星期一～星期五，共5天上午08:00-下午05:00
(45小時)

招收對象：暑假後升國小一年級至國小六年級
LINE@生活圈 ID：@vvntw

《
課程特色》
☆基礎防身武術及生活應用知識，結合數位媒體教學
☆籃球、排球、樂樂棒球......各式球
類體育團體
☆柔軟度、體、智、能強化雕塑，國際級獲獎教練親自指導
☆專業格鬥護具及防身術教學，快樂學
習，生活中能夠應用
☆點心豆花教練免費請客，下午茶不加價

推廣優惠成本價：2,800元/人 （包含
結訓證書、講師費用、活動器材使用費）

報名優惠雙重送：
【早早登記加贈】5/31以前完成報名及匯款
，加贈快速排汗T恤乙件。

【大家一起揪團】
二人同行95折
三人同行9折
四人同行9折加贈100元
課程抵用券",體育、適合兒童參與,台南越武道防身術,台南越武道防身術,小學(6歲~11歲),小學(6歲~11歲)
2326758997595248,"恩道陪讀班｜2019
暑期美語戲劇營","【2019暑期美語戲劇營】

【營隊主題】
恩道歡樂陪讀班舉辦的兒童營已經邁向第三年了！
今年主題 
- 「美語戲劇」
相信更讓父母、孩子們都好奇！
「老師與大哥大姐如何帶您的孩子愛上美語？」


【營
隊內容】
「美語」相信是許多孩子們的惡夢，不僅聽不懂、說不清，又沒有學習的成就感...
「暑期美語戲
劇營」能幫助解決您孩子的困擾

【四個撇步，讓孩子愛上美語】
☻美語戲劇：
透過戲劇呈現，讓您的孩子
在當中快樂學習「說」美語
♫歌曲歡唱：
音樂激發孩子對美語的興趣，「聽」不再是乏味的事
❦美食文化：

同時了解異國文化、動手學習烹飪，孩子可以從中「體會」樂趣
✂手繪傑作：
孩子可以自製所有道具，學習
「團隊」的合作與「手作」的靈感


【營隊資訊】
➤時間：7/15 - 7/26 週一至週五（8:3
0AM - 6:00PM）
➤對象：國小生（陪讀班孩子＆108學期新生優先）
➤名額：20名（報名人
數未滿5名，恕不開辦）

【外國師資】
➤Kara
加拿大人，目前任職於New World Engl
ish教師，來台教學經驗超過十年，教學活潑、富有創意，在教學方面對兒童的口說、聽力方面會非常有幫助是
各年齡層都可以教的老師。
➤Nic
目前任職於Lighthouse Tutoring英語專任教師，來
台教學經驗超過七年，在幼兒、國小生的領域特別專業，是非常擅長小班制的老師。


【孩子想報名！】
✔
報名專線：03-4335576 歐小姐
✔詢問／負責老師：李洲擎（大Ｂ老師）
✔主辦單位：桃園基督福
音教育協會/恩道歡樂陪讀班
✔截止日：7/10（並連絡家長是否報名成功）

【陪讀志工招募】
請洽粉
絲專頁、或聯繫負責老師
需面談了解情況，以大學生為優先

＊報名人數不斷增加，先搶先贏！
＊報名了嗎
？",,,中壢校區基督教會,小學(6歲~11歲),小學(6歲~11歲)
2334737470147767,"7/25、26 親子
探索營","親子天賦特質探索營
7/25（四）、7/26（五）

2019暢快夏日，帶著孩子前進探索生態與自我的
奇幻之旅吧！
這個暑假，一同聆聽南投山區的蟲鳴鳥叫
脫離3C的制約，酣暢淋漓的像個孩童般
享受在山溪
與星辰的懷抱之中
輕鬆找回和孩子間最舒暢的相處方式

報名即贈價值$1800的優勢潛質基礎檢測（含家
庭諮詢）

【活動主軸】
天賦特質發掘
身體動能啟發
生態藝術探索
人際關係協調

【費用】
課程為
公益回饋，僅活動食宿費用
活動人數有限，敬請儘早報名

$2800（含一大一小） 
每多一人＋$10
00
例》一家四口（父母＋2名孩子）＝ $2800 + $1000 + $1000

報名表填寫
h
ttps://forms.gle/GrHy1HRrpHWiuLLv5",適合兒童參與,"I S D 天賦潛能
開發學苑","I S D 天賦潛能
開發學苑","幼兒園(0歲~5歲), 小學(6歲~11歲)",小學(6歲~11歲)
2336084533139863,"108年暑期國小棒球
育樂營","感謝大家的熱烈支持與耐心等待
一年一度的暑期國小學生棒球育樂營又要開始報名囉!!

活動時間：
10
8年7月01日至05日
每天上午08：00至12：00止

參加對象為國小三、四、五年級男學童報名參
加
報名截止日為108年5月29日前
逕向棒委會報名【逾時不再受理報名】

報名地點：新北市體育總會
棒球委員會
三重區頂崁街225號
TEL：2983-6688　FAX：2986-7189
E-mai
l：ntcb.baseball@gmail.com
報名簡章可上Facebook社團檔案區下載
【社
團名稱：新北市暑期國小學生棒球育樂營(社團)】，
https://www.facebook.com/
groups/ntcb.baseball/files/

★報名完成之名單，將公布在粉絲專頁，請於6
/20後上粉絲專頁【新北市暑期國小學生棒球育樂營】查詢

★無論是傳真或E-mail，請於上班日上午
9時至下午6時，
務必要來電確認，謝謝！",體育,"新北市暑期國小學生棒
球育樂營",疏洪重新棒球場,小學(6歲~11歲),小學(6歲~11歲)
2343199522585611,宜蘭青溪國防體驗營,"北部地區後備指揮部於7月2日至7月5日，假宜蘭縣後備指揮部辦理「宜蘭青溪國防體驗營」，課程計參訪福山
植物園、海軍168艦隊、泰雅生活館參訪、古道巡禮、災防潛勢區、靈鷲山暨現地戰術、後備軍人輔導中心介紹
、山地作戰等課程，對象為國中應屆畢業生及各一般公(私)立高中(職)以上學校在學學生！
*年齡須滿15
足歲至32歲內*
內容豐富歡迎您的參加！",,宜蘭青溪國防體驗營,宜蘭後備指揮部,"中學(12歲~14歲), 高中(15歲~18歲)","中學(12歲~14歲), 高中(15歲~18歲)"
2357575497851118,"桃籽：2019青年公
共事務培力營","🍑 桃籽：2019青年公共事務培力營 🍑
　　
報名網址：https://forms.gle/M
kq6eQz5hPpXiH9D9
　　
公共事務是什麼？我們可以怎麼投入社會參與讓台灣變得更好？
　
　
青年是時代前進的動力，第二屆桃籽營更重視凝聚青年的力量，一起推動改變，迎向更好的未來。
　　
本
次舉辦的「桃籽：2019青年公共事務培力營」，邀請桃園市鄭文燦市長與立法院余宛如委員等政治人物，還有
熱血公民教師黃益中老師、知識型網紅Emmy hu胡采蘋大美女及台灣吧CEO DJ Hauer，和你交
換參與公共事務的心得與歷程。
　　
▲活動資訊 
活動時間：2019.08.30 (五) - 09.
01 (日)。
活動地點：住都大飯店（330桃園市桃園區桃鶯路398號）。
報名資格：對於公共事務有
興趣的大專院校及35歲以下的青年。
報名截止：即日起至7/15截止(額滿則提前結束)。
報名費用：1
,000元(含保證金，全程參與者退還)。
　　
▲注意事項：
 ※　報名審核通過會寄發錄取通知並說明
繳費方式。
 ※　活動集合與解散時間、地點將另行通知。
 ※　活動三天兩夜，需住宿。
 ※　主辦方有
審核學員報名資格之權限。
 ※　主辦方有變更課程及講師之權限。
 ※　相關疑問歡迎來信詢問。
　　

🎬2018桃籽營隊紀錄 https://www.facebook.com/taoyoanempow
erment/videos/968435616669270/
　　
▲主辦單位聯絡方式：
FB粉專：
桃力發展協進會　https://www.facebook.com/taoyoanempowermen
t/
信箱：taoyuanempowerment@gmail.com
電話：03-2866660
　
　
#講師陣容陸續解鎖中
#桃籽青年公共事務培力營
",人際交流,桃力發展協進會,住都大飯店,"大學(18歲~22歲), 壯年(24-39歲)","大學(18歲~22歲), 壯年(24-39歲)"
2357972624481209,"尼泊爾登山講座：安娜
普娜基地營","走進遙遠的尼泊爾山區，一窺喜馬拉雅山神秘的面貌。

6月21日 (五) 17:00在恆春鎮上的肥春號
咖啡館，將舉辦一場主題十分有意思的講座，講者朵米將與大家分享去年秋天獨自一人至尼泊爾喜馬拉雅山區攀登
安娜普娜基地營的故事，內容包含分享如何準備前往尼泊爾登山、在山上需要注意的事情、以及實際攀登的艱辛過
程，機會非常難得，對登山有興趣、或者想前往尼泊爾旅行的朋友千萬不要錯過了！

尼泊爾是聞名世界的山之
國，國土面積有四分之三全是高海拔山地，包含珠穆朗瑪峰，世界十大高峰之中，有八座都在尼泊爾，這是因為雪
白綿長的喜馬拉雅山脈西起巴基斯坦、東至不丹，中間恰好橫跨過尼泊爾，因此聚集了來自世界各地熱愛登山的旅
人，是許多愛爬山的人夢想有天要造訪的國度。

當地的登山產業發達，無論是當日來回、或者需要費時數週的
健行路線都有，本次將就其中一條十分受歡迎、海拔4130m的「安娜普娜基地營」路線來分享。

當日入場
僅需低消一杯飲料，不需報名，也不需額外費用，不過因為咖啡廳座位數有限，怕搶不到位置的朋友建議提早入場
喲～

【講者簡介】

朵米，職業旅遊記者，熱愛戶外活動，曾帶狗至日本公路旅行三個月，出版『跟你一起
看風景・一人一犬的公路冒險』：https://is.gd/qNUWub。

-粉絲頁：https:/
/www.facebook.com/onebackpack/
-部落格：http://domi-wa
ng.blogspot.com
-朵米攀登基地營影片搶先看：https://www.youtube.
com/watch?v=jdnDNuDiA7w",,"窮得只剩一個背包 o
ne backpac
k","肥春號 Fatchu
n Café","幼兒園(0歲~5歲), 小學(6歲~11歲), 中學(12歲~14歲), 高中(15歲~18歲), 大學(18歲~22歲), 壯年(24-39歲), 中年(40-64歲), 老年(65歲以上)","大學(18歲~22歲), 壯年(24-39歲), 中年(40-64歲)"
2358074200938125,"教出素養研習營－帶一
片森林回去","你擔心「素養就要來了」嗎？
關於素養的千言萬語，讓你頭昏嗎？
以後要怎麼考啊？考題要怎麼出啊？
題目
越來越長，學生要求哪位佛、拜哪個神啊？
——所有這一切，我們都會告訴你。
　
2019暑假，邀請您一
起來
🌿教出素養研習營——帶一片森林回去🌿
歡迎來，帶走森小三十年的教學經驗分享
歡迎來，帶一片
森林回去。
　
▶️完整簡章 http://bit.ly/forest_2019
▶️搶先報名 ht
tp://bit.ly/hefteachers2019s
全程參與將有18小時研習時數，全國教師進修
網課程編號2660718

【前言】
與其空洞而抽象地去界定各個素養名詞，不如直接思考如何「教出」那
個素養；透過各種教法的對比與探究，想像中的、或模糊感覺到的那個素養，做為一個可以追求的目標，它的樣貌
就會自然浮現了。（關於這一觀點的詳細論述，以及具體實例，請參閱附錄）
　
這其實是概念形成的正常過程
：不是透過語言、或別人說過的語言去論述，而是透過實踐、或關於實踐的思考去形塑。可是──要哪裡去找「教
出素養」的教學方法呢？
　
從去年開始，在森林小學奮鬥卅年之後，我們就展開了「分享森小系列」；現在又
適逢教育界「素養來了」的焦慮，我們就想，應該辦「教出素養研習營」，把森小卅年來的教學方法分享出來，讓
大家可以──可以帶一片森林回去！
　
🌿課程🌿
▶️教出素養
語文I ▶️掌握人間的密碼—拼音認
字與閱讀理解
語文II▶️開啟心智的泉源—閱讀理解與寫作表達
數學I ▶️由自己出發的數學
數學II
▶️數學能力的提升
生活I ▶️解放老師的煎熬—陪孩子成為他自己
生活II▶️帶領孩子脫困—對成長的
艱難伸出援手
▶️老師的素養
　
　
🌿講師群🌿
史英：人本教育基金會董事長
金仕起：政治大學歷
史學系教授
廖振富：中興大學台文所教授、前台灣文學館館長
林育聖：台北大學犯罪學研究所助理教授、橄欖
枝中心計畫協同主持人
張惠菁：小說家、散文家、衛城出版社總編輯
薛文哲：宜蘭士敏國小校長
林青蘭：森
林小學校務主任
謝淑美：森林小學生活主任
邱曉芬：人本教育基金會想想研發中心主任、數學想想國教學長

吳仲堯：宜蘭員山國小教師
林欣儒：宜蘭員山國小教師
周長誼：台南光榮國小教師
黃毓杏：基隆八堵國小教
師
何淑真：森林小學教師
戴菀萱：森林小學教師
廖韋絜：森林小學教師
　
　
🌿語文領域🌿
這兒
的重點，當然是在「教出」二字，如前所述，並不在研究抽象的素養概念。然而，一旦鎖定教育的實務工作，就不
能不考慮現實條件。以語文教學來說，森小可以從莊子到山海經，從芥川龍之介到契訶夫，上窮碧落下黃泉，摘用
任何材料來「教出素養」；但對於很多老師來說，他們就只能被框在「課本」之中，無所遁逃於天地之外。所以，
在「教出素養研習營」中要分享給大家的，主要是森小教康軒或南一版的方法──要從這一片森林中讓大家看到：
即使是無聊的教材，也可以教得有意思；即使是充滿陳腐教訓的課文，也可以讓小孩在思想上有所啟發。 有人說
，就算你們真能把「那種」課本教活，你們仍然不是我們，不能了解我們在學校遇到的困難（學生沒動機，行政不
配合，家長找麻煩，等等）；針對這些問題，「教出素養研習營」也有特別的設計：我們敦請多位在體制內任教的
現職老師來現身說法，將他們多年來在自己班上酌情採用森小教學的心得分享給大家──這些位老師的班級，我們
私下戲稱為「森小分班」：雖然並非隱身林中，但窗外早已佈滿翠綠的林蔭，開滿燦爛的花朵！
　
🌿數學領
域🌿
至於數學方面呢？則委請在體制內採用「數學想想」的老師，針對小孩會感到困難或紛亂的部分，摘取數
想中的相關內容，做成一個一個的簡短好用的「數想隨身包」；在「教出素養研習營」中，我們就來說明老師在教
「課本」的時候，可以怎樣隨手取用這些能量小包，以豐富自己的教學內涵。當然，這是要藉著為小孩在數學上排
難解紛的機會，讓老師可以透過數想的教學方法，間接逹成「教出素養」的目的；所以，不用說，這些絕不是什麼
「讓你秒懂」的「懶人包」，只怕恰恰相反，得要是相當勤快的老師，才能享有隨手的方便、和樂趣！
　
🌿
生活、行為、規範🌿
然而，我們念茲在茲的素養，絕不能僅限於數學或國語這些學科領域；在日常生活中，無
論在家裡或學校，一個小孩要既能「獨立自主、批判思考」，又能「融入團體、遵守規範」，才算是有了「生而為
人的素養」。這當然是更困難的事，特別是對於尚未成年的小孩；如何「教出」這樣的素養，則是教育上更大的挑
戰。卅年來，森小在這方面做的更多，走的更遠，而知道的人更少；尤其是對於還陷在獎勵與懲罰泥沼裡的台灣社
會，這可能更是難以想像的事。
　
在「教出素養研習營」裡，就像國語和數學領域一樣，我們要請森小和森小
分班的老師們一塊兒，分享他們在這一方面的具體經驗；不是什麼空洞的原理與原則，也不講什麼抽象的人本主義
，就直接告訴大家遇到小孩的什麼狀況，用了怎樣的方法，以及，得到的成功與失敗。每一個小孩，都是上天應允
的一個許諾；他的未來，不由我們妄臆；然而，我們若以誠心與智慧待他，他必不使我們失悔。
　
🌿結語?
?
從一開始，我們就一直說：素養是虛的，教法才是實在；現在，我們要跟大家說：教法也是虛的，老師才是實
在。各位城裡的、鄉村的、學校的、家裡的老師們啊，等你們來，來帶走一片森林，帶一片森林回去吧！
　
?
?招生對象
1.各級學校教師，名額80名。
2.不需研習時數，純粹個人進修者，開放20名。額滿可候補
，營隊前兩週若未額滿，依序遞補。
　
🔥研習營日期
2019年8月14日-8月16日，上午9：00
-下午5：30，8/16課程於3：00結束
　
🔥上課地點
台灣師範大學公館分部研究大樓S101教
室（台北市文山區汀州路四段88號）。
　
🔥課程費用　2500元（含餐點）。
🔥研習時數　全程參
與將有18小時研習時數，教師進修平台課程編號2660718

▶️詳細簡章 http://bit.l
y/forest_2019
▶️線上報名 http://bit.ly/hefteachers2019
s",,人本教育學院,人本教育學院,壯年(24-39歲),壯年(24-39歲)
159572638675422,天然礦石編織手鍊,"課程日期： 
2020/02/022 星期六

🦄 若時間無法配合，可以另約時間。

課程時間： 

PM 1：30 ～ 4：30

課程主題：天然礦石中國結編織手鍊，款式歡迎自由發揮。
🐰 可以選
擇不同的主體礦石，或自己攜帶也可以。

在手作的世界裡
放鬆身體
專注的與自己在一起
是創作也是靜心


課程費用：1000元
（ 不含主體礦石 ）

上課地點：台中市南區大慶街二段5之8號8樓

工具
：剪刀.尖嘴鉗. 打火機 .置珠布.皮尺
現場會為你準備，人來就好。 
若有慣用的工具，歡迎自備。


報名方式：
請將費用轉入
中華郵政 代號700
帳號0281259 0551953
並告知轉帳帳號
後5碼
私訊“一的手作工房”
https://www.facebook.com/Elisa1101/

或電話 0910-416-957
即完成報名，謝謝！",手工藝,一的手作工房,台中市,"大學(18歲~22歲), 壯年(24-39歲), 中年(40-64歲)","大學(18歲~22歲), 壯年(24-39歲)"
1596552783828152,"旗尾福德爺祠 福德正
神~聖誕千秋 《乞龜
》活動","歲次庚子年
農曆二月二日
為本宮管理的
旗尾福德爺祠
福德正神~聖誕千秋

本宮管理委員會
當天除了
團拜祝壽
還舉辦《乞龜》活動

歡迎十方善信，踴躍參加
參拜祝壽，乞龜賜福",宗教信仰,,旗山代天后宮,"幼兒園(0歲~5歲), 小學(6歲~11歲), 中學(12歲~14歲), 高中(15歲~18歲), 大學(18歲~22歲), 壯年(24-39歲), 中年(40-64歲), 老年(65歲以上)","幼兒園(0歲~5歲), 小學(6歲~11歲), 中學(12歲~14歲), 高中(15歲~18歲), 大學(18歲~22歲), 壯年(24-39歲), 中年(40-64歲), 老年(65歲以上)"
159853262126347,"金鼠年988雙週課程
吃到飽","因應疫情，將活動期間延後至：
2/8(六) ～ 2/21（五）
歡迎大家報名！！！
運動強身健體，百
毒不侵～～～～

🏮金鼠賀歲。年度鉅獻🏮

體驗課一堂原價：空中360 / 地面250
現在雙週
只要988😱

🔺吃到飽專案期間：🔺
只需988元即可報名期間任一堂團課
（空中瑜珈、國標拉丁
舞、彼拉提斯等）
同一時段同一課程，僅可體驗乙次
限本人使用，不得轉讓他人
選課請見課表：
http
s://www.facebook.com/gavolverdance/photos/pcb.2274
355862860292/2274355016193710/?type=3&theater

❗️另
有特別場次❗️
2/8（六）
09:00-10:00
我的第一堂空中瑜珈 by Andrea

2/
14（五）
19:30-21:00
雙人瑜珈 by 嘉儀

2/15（六）
19:00-20:00

美姿繩彼拉提斯 by 嘉儀
20:10-21:10
空中瑜珈 by 嘉儀

✊🏻報名加這裡並留訊息
👇🏻
✏️G.A 官方LINE ID：@gavolverdance
✏️G.A FB官網：桃園G
.A volver dance studio舞蹈休閒會館
✏️G.A YouTube頻道： http
s://www.youtube.com/channel/UCC6DXaGqAwwXDKbjdwF06
UA
📞姿彣老師 0912132903 LINE ID：paulina903
歡迎留言、私訊、分享
🌹","健身、適合兒童參與、
健身訓練",,"桃園G.A volv
er dance s
tudio舞蹈休閒會
館",壯年(24-39歲),"高中(15歲~18歲), 大學(18歲~22歲),壯年(24-39歲)"
